0,1,2
no becaus sarika could face a lot of burden,woman role be take care of her home and famili,0
,take care of children be a girl respons,0
no becaus ganesh should protest them and tri to explain the bad effect of sexual harass of girl to hi friendno instead of talk with hi by hi own he can talk with them when they be in group so that he explain it better to them which will help hi friedn to chang their attitud and behavior toward girl,one should take action when boy teas girl,2
ye becaus she be love anoth man so her husband hit her,affair it be alright for a man to beat hi wife if she be unfaith,0
becaus he like to play with doll so he play,boy should not play with doll,2
famili should live togheth,woman should toler violenc to keep her famili togeth,1
,both girl and boy have equal right to educ and both be respons for household chore,0
ye play with doll be not good nyon can doubt him,boy should not play with doll,0
no becaus home be everyon so the hous hold chore too so their mother should distribut chore equal between them and give equal opportun of educ to both of them,both girl and boy have equal right to educ and both be respons for household chore,2
no hi mother think that pratemesh father love her a lot,woman should toler violenc to keep her famili togeth,0
i disagre with her mother boy should also do household chore the make differ in boy work a bite anyway girl work everyday,both girl and boy have equal right to educ and both be respons for household chore,1
no becaus they opin that she should not go for the social event,girl should not go out at night or the safest way to protect girl be by them stay at home,1
ye vishal be yr old he should play with hi sister doll,boy should not play with doll,0
